77, 26, 70, 6, 94, 49, 21, 63, 73, 72
1, 91, 13, 72, 35, 65, 93, 34, 75, 29
68, 15, 91, 43, 74, 93, 32, 38, 23, 6
60, 86, 5, 9, 37, 76, 50, 25, 43, 10
34, 44, 69, 99, 20, 80, 5, 79, 86, 38
29, 1, 68, 11, 18, 39, 47, 20, 44, 61
0, 95, 17, 55, 80, 16, 96, 61, 60, 97
59, 35, 19, 66, 32, 78, 55, 51, 60, 20
25, 56, 77, 20, 41, 73, 18, 70, 42, 94
41, 75, 46, 38, 96, 68, 62, 47, 74, 73
40, 19, 66, 21, 68, 53, 57, 67, 7, 56
85, 19, 39, 60, 26, 11, 38, 0, 74, 77
15, 67, 30, 29, 10, 75, 61, 20, 96, 90
44, 17, 76, 33, 79, 78, 39, 29, 41, 53
67, 16, 25, 80, 71, 63, 87, 23, 91, 46
17, 41, 98, 86, 51, 5, 54, 35, 55, 75
60, 16, 40, 46, 69, 44, 72, 70, 84, 76
13, 93, 31, 87, 65, 25, 29, 97, 58, 55
15, 9, 10, 38, 77, 89, 80, 68, 20, 49
65, 43, 39, 79, 92, 6, 69, 9, 93, 10
69, 87, 8, 34, 9, 47, 31, 59, 54, 61
52, 97, 28, 88, 77, 90, 47, 18, 61, 32
14, 82, 11, 26, 96, 71, 97, 18, 59, 9
98, 54, 29, 91, 68, 56, 49, 65, 80, 21
9, 1, 11, 93, 25, 14, 6, 3, 26, 21
98, 93, 10, 66, 54, 87, 71, 68, 25, 63
46, 68, 92, 4, 98, 10, 59, 69, 77, 27
24, 58, 21, 20, 47, 53, 56, 51, 52, 38
39, 5, 52, 62, 19, 11, 95, 76, 51, 53
17, 72, 78, 64, 33, 69, 10, 4, 93, 92
93, 29, 31, 90, 86, 85, 27, 78, 4, 10
54, 46, 86, 7, 50, 19, 23, 65, 72, 4
24, 62, 11, 86, 92, 33, 66, 94, 17, 2
73, 50, 13, 35, 42, 59, 16, 0, 37, 27
60, 78, 89, 35, 42, 1, 5, 84, 73, 68
78, 21, 6, 65, 43, 94, 48, 26, 9, 47
95, 81, 86, 61, 75, 52, 54, 93, 92, 20
55, 81, 32, 21, 97, 3, 35, 9, 68, 91
26, 18, 28, 15, 94, 20, 97, 41, 68, 37
64, 35, 49, 91, 97, 12, 86, 8, 77, 89
91, 49, 20, 63, 40, 72, 9, 90, 87, 50
22, 37, 66, 81, 10, 29, 13, 74, 97, 47
53, 21, 29, 18, 79, 42, 88, 5, 52, 12
51, 44, 52, 89, 85, 87, 90, 9, 4, 60
30, 62, 25, 65, 31, 79, 75, 80, 73, 55
17, 94, 3, 64, 53, 7, 80, 30, 76, 1
34, 96, 6, 44, 82, 72, 73, 71, 27, 50
25, 91, 10, 2, 55, 89, 67, 59, 42, 23
75, 38, 50, 1, 46, 99, 29, 71, 62, 92
38, 65, 80, 26, 67, 54, 13, 1, 41, 40
15, 20, 33, 25, 1, 3, 13, 43, 81, 0
16, 80, 25, 26, 6, 37, 72, 43, 75, 3
85, 12, 75, 4, 72, 60, 70, 40, 39, 42
12, 53, 82, 91, 46, 2, 65, 83, 41, 62
67, 65, 82, 91, 15, 90, 75, 11, 69, 35
43, 18, 6, 71, 20, 16, 68, 56, 31, 40
84, 62, 31, 13, 22, 35, 26, 9, 99, 4
14, 2, 26, 13, 77, 46, 27, 63, 39, 35
12, 2, 50, 71, 74, 30, 3, 56, 47, 18
72, 42, 46, 79, 93, 11, 2, 67, 71, 37
23, 45, 47, 91, 54, 35, 80, 29, 64, 11
98, 56, 15, 80, 30, 89, 8, 44, 79, 67
77, 61, 4, 65, 52, 74, 30, 85, 71, 11
82, 43, 23, 83, 12, 38, 22, 26, 14, 63
83, 38, 67, 44, 3, 59, 56, 57, 82, 73
37, 17, 63, 98, 41, 75, 42, 51, 65, 5
58, 79, 52, 62, 91, 55, 68, 85, 77, 33
33, 96, 41, 47, 73, 14, 51, 62, 76, 92
69, 80, 40, 38, 87, 65, 4, 53, 72, 61
56, 52, 64, 95, 33, 36, 66, 48, 26, 68
20, 51, 26, 53, 4, 39, 16, 29, 9, 13
71, 70, 99, 0, 76, 6, 83, 35, 28, 68
27, 2, 38, 37, 5, 67, 0, 61, 57, 82
29, 15, 83, 38, 71, 12, 97, 3, 98, 86
86, 13, 5, 83, 88, 38, 87, 26, 0, 55
33, 84, 48, 26, 50, 96, 60, 18, 64, 43
77, 40, 90, 3, 48, 9, 19, 36, 18, 98
97, 2, 1, 78, 27, 82, 29, 31, 85, 62
81, 39, 33, 58, 46, 48, 21, 50, 1, 56
74, 61, 14, 42, 73, 56, 77, 41, 95, 92
28, 48, 98, 76, 65, 54, 42, 1, 43, 61
96, 49, 98, 51, 10, 33, 4, 88, 2
2, 40, 23, 39, 4, 97, 35, 25, 99
1, 92, 93, 69, 41, 9, 65, 63, 27
79, 78, 16, 74, 40, 62, 77, 43, 23
38, 93, 17, 40, 4, 83, 60, 51, 84
65, 35, 0, 91, 34, 93, 42, 94, 4
58, 7, 27, 47, 46, 74, 67, 41, 45
79, 52, 90, 44, 86, 87, 7, 78, 74
90, 0, 20, 62, 39, 50, 12, 10, 49
69, 38, 62, 63, 42, 51, 40, 30, 50
82, 81, 1, 33, 24, 7, 57, 0, 71
83, 28, 12, 19, 93, 38, 77, 85, 41
41, 53, 32, 24, 82, 51, 74, 49, 16
73, 32, 70, 49, 21, 54, 4, 5, 45
48, 5, 11, 45, 15, 92, 61, 52, 19
88, 45, 22, 52, 80, 20, 56, 25, 61
94, 87, 65, 91, 22, 12, 26, 66, 4
83, 25, 57, 46, 61, 2, 93, 97, 62
16, 73, 31, 76, 12, 19, 77, 21, 35
47, 73, 7, 45, 54, 24, 6, 2, 62
36, 41, 82, 77, 58, 67, 27, 70, 14
21, 28, 76, 99, 51, 34, 77, 73, 40
83, 15, 52, 28, 71, 66, 99, 51, 48
58, 84, 66, 26, 80, 12, 57, 13, 69
14, 85, 48, 93, 13, 37, 70, 31, 38
31, 63, 74, 5, 37, 17, 30, 2, 60
64, 13, 51, 54, 78, 4, 17, 76, 16
29, 27, 37, 95, 33, 44, 82, 28, 15
31, 25, 63, 84, 24, 12, 33, 67, 89
22, 43, 62, 77, 24, 27, 70, 64, 79
50, 12, 53, 43, 67, 34, 52, 51, 45
60, 68, 24, 58, 63, 22, 41, 15, 76
40, 38, 54, 60, 58, 82, 52, 67, 18
27, 78, 30, 23, 87, 84, 39, 11, 65
86, 76, 58, 19, 55, 13, 17, 5, 85
18, 52, 83, 73, 30, 16, 95, 43, 36
54, 67, 87, 99, 91, 59, 36, 97, 76
11, 67, 73, 15, 81, 4, 40, 46, 92
19, 49, 93, 89, 84, 71, 40, 61, 75
32, 88, 81, 3, 91, 20, 56, 4, 72
49, 46, 73, 20, 82, 15, 18, 61, 10
91, 57, 10, 41, 21, 8, 90, 67, 87
70, 72, 85, 5, 36, 4, 55, 20, 88
17, 45, 94, 73, 21, 30, 51, 14, 68
96, 0, 5, 28, 31, 92, 94, 49, 81
72, 45, 58, 77, 62, 87, 47, 75, 56
43, 45, 95, 32, 74, 59, 79, 26, 44
76, 75, 84, 25, 94, 53, 36, 62, 1
21, 85, 26, 75, 4, 91, 37, 62, 16
47, 71, 97, 65, 2, 41, 87, 1, 99
1, 6, 58, 79, 32, 45, 10, 35, 16
19, 48, 5, 78, 21, 17, 80, 33, 89
32, 22, 65, 39, 34, 26, 82, 74, 27
0, 46, 51, 52, 56, 70, 60, 81, 7
26, 73, 58, 53, 77, 3, 28, 78, 0
50, 54, 44, 24, 20, 41, 80, 92, 78
44, 24, 87, 38, 68, 4, 43, 17, 23
68, 34, 55, 57, 25, 65, 78, 14, 4
27, 61, 14, 37, 29, 9, 54, 35, 62
60, 89, 29, 1, 51, 99, 40, 90, 17
49, 99, 86, 47, 11, 64, 69, 74, 63
7, 96, 38, 9, 23, 32, 0, 74, 99
80, 74, 7, 88, 15, 33, 97, 20, 96
96, 5, 70, 32, 58, 60, 44, 78, 72
36, 3, 76, 20, 64, 78, 72, 73, 45
85, 17, 94, 63, 31, 71, 88, 38, 80
36, 37, 54, 81, 79, 38, 9, 20, 12
40, 9, 47, 15, 4, 46, 61, 14, 5
98, 76, 32, 97, 70, 43, 26, 7, 15
12, 69, 48, 33, 0, 6, 53, 38, 86
19, 56, 14, 78, 11, 88, 87, 30, 46
70, 86, 13, 36, 64, 98, 38, 93, 18
84, 13, 14, 32, 6, 39, 12, 74, 4
87, 95, 90, 14, 73, 68, 26, 18, 49
12, 70, 67, 94, 6, 5, 45, 19, 44
77, 76, 83, 90, 79, 1, 85, 13, 69
84, 91, 70, 46, 39, 10, 4, 94, 13
87, 83, 66, 30, 37, 19, 27, 78, 31
13, 6, 45, 35, 72, 27, 62, 43, 67
2, 55, 10, 60, 1, 47, 67, 68, 92
97, 78, 29, 45, 88, 99, 52, 75, 84
23, 57, 9, 0, 40, 63, 35, 48, 4
52, 93, 57, 89, 61, 51, 74, 3, 30
95, 6, 11, 12, 56, 55, 62, 83, 53
29, 33, 63, 85, 52, 89, 41, 92, 98
46, 39, 37, 70, 56, 81, 80, 24, 23
72, 57, 3, 2, 43, 12, 16, 36, 33
52, 66, 25, 46, 24, 71, 62, 18, 59
52, 38, 4, 44, 61, 79, 97, 36, 28
32, 58, 85, 83, 95, 57, 94, 92, 66
55, 17, 5, 57, 68, 34, 61, 32, 3
9, 18, 13, 62, 89, 20, 71, 57, 94
28, 17, 85, 77, 89, 5, 34, 11, 12
39, 65, 80, 24, 89, 82, 19, 23, 12
30, 97, 92, 81, 47, 32, 53, 58, 26
57, 16, 15, 98, 18, 93, 91, 61, 82
52, 88, 10, 8, 14, 21, 44, 82, 12
64, 13, 34, 54, 98, 17, 46, 76, 79
51, 16, 29, 3, 31, 44, 67, 54, 27
15, 43, 49, 73, 54, 60, 77, 11, 71
21, 75, 77, 0, 34, 7, 49, 80, 61
43, 93, 51, 13, 56, 57, 35, 77, 61
68, 19, 80, 1, 27, 47, 38, 94, 55
74, 62, 96, 77, 12, 84, 13, 83, 28
13, 96, 69, 33, 65, 84, 41, 71, 29
90, 55, 21, 1, 35, 72, 57, 64, 25
40, 77, 48, 99, 94, 97, 88, 20, 82
35, 47, 17, 54, 89, 6, 74, 61, 11
49, 66, 8, 60, 54, 25, 28, 11, 76
17, 63, 54, 91, 88, 0, 23, 69, 51
30, 63, 21, 17, 59, 23, 47, 13, 91
96, 29, 74, 81, 78, 62, 16, 97, 11
70, 55, 64, 45, 81, 91, 29, 31, 59
1, 57, 52, 20, 24, 17, 15, 35, 47
0, 4, 88, 30, 42, 15, 46, 51, 45
45, 50, 44, 85, 71, 30, 31, 6, 61
80, 82, 27, 20, 96, 32, 30, 8, 36
78, 28, 93, 50, 46, 81, 92, 96, 15
92, 66, 95, 17, 77, 22, 62, 71, 46
48, 2, 67, 49, 1, 57, 45, 65, 84
65, 58, 46, 23, 51, 12, 80, 50, 17
84, 14, 26, 32, 77, 83, 30, 86, 63
29, 43, 14, 66, 0, 34, 36, 88, 97
98, 39, 48, 31, 94, 10, 12, 66, 95
43, 45, 35, 70, 38, 34, 95, 29, 46
47, 35, 16, 31, 67, 50, 2, 11, 52
29, 67, 46, 9, 4, 28, 99, 18, 5
10, 16, 55, 3, 99, 34, 76, 62, 28
19, 77, 6, 38, 3, 15, 40, 25, 70
72, 28, 53, 49, 20, 46, 22, 60, 15
66, 92, 34, 90, 5, 11, 87, 57, 52
69, 92, 26, 46, 67, 48, 97, 95, 12
48, 54, 3, 64, 22, 57, 84, 21, 75
31, 71, 30, 43, 90, 87, 49, 96, 83
16, 70, 48, 76, 35, 53, 5, 88, 75
1, 10, 92, 90, 22, 55, 16, 18, 31
28, 88, 21, 89, 2, 92, 66, 78, 22
85, 24, 33, 78, 74, 91, 65, 9, 73
1, 56, 63, 31, 94, 85, 43, 33, 38
54, 57, 72, 32, 90, 34, 64, 21, 41
24, 78, 84, 69, 95, 55, 75, 66, 76
75, 38, 50, 18, 74, 10, 69, 39, 0
7, 18, 77, 52, 32, 71, 70, 68, 83
88, 51, 58, 99, 83, 15, 67, 82, 50
40, 97, 23, 67, 48, 93, 50, 4, 19
79, 62, 26, 35, 95, 57, 11, 5, 68
75, 47, 91, 19, 82, 38, 65, 64, 93
29, 85, 1, 42, 11, 52, 67, 54, 62
88, 0, 30, 21, 90, 13, 57, 77, 15
87, 18, 75, 1, 16, 46, 62, 40, 88
57, 63, 47, 6, 92, 34, 53, 19, 64
70, 55, 48, 86, 5, 63, 44, 8, 60
52, 49, 4, 93, 10, 31, 18, 0, 21
29, 39, 98, 69, 75, 53, 65, 64, 52
53, 46, 81, 6, 63, 23, 3, 41, 45
23, 55, 8, 48, 11, 36, 29, 81, 62
76, 58, 53, 2, 85, 72, 80, 1, 75
96, 34, 38, 94, 7, 4, 40, 10, 78
55, 52, 44, 75, 9, 6, 32, 49, 72
64, 91, 27, 39, 84, 31, 57, 30, 26
17, 83, 30, 29, 40, 57, 96, 70, 77
24, 3, 81, 90, 53, 31, 78, 56, 36
37, 18, 24, 62, 69, 26, 58, 10, 9
40, 44, 66, 80, 59, 92, 25, 23, 65
64, 25, 58, 48, 56, 94, 7, 95, 31
95, 11, 7, 85, 77, 98, 30, 35, 45
64, 58, 8, 89, 85, 70, 6, 95, 61
43, 8, 26, 33, 53, 77, 69, 29, 72
97, 29, 66, 61, 90, 45, 13, 3, 74
80, 16, 19, 78, 37, 43, 50, 55, 69
90, 23, 40, 63, 57, 94, 39, 97, 4
44, 98, 45, 92, 93, 15, 96, 40, 0
7, 12, 9, 15, 27, 56, 43, 47, 21
8, 4, 63, 76, 11, 25, 81, 41, 33
14, 62, 23, 5, 41, 77, 57, 20, 80
42, 88, 15, 84, 19, 26, 73, 18, 13
74, 94, 46, 53, 14, 58, 42, 47, 37
19, 82, 23, 52, 4, 65, 41, 9, 56
82, 67, 93, 55, 52, 40, 26, 98, 6
47, 61, 12, 87, 39, 8, 83, 81, 54
56, 45, 92, 69, 97, 94, 14, 54, 53
81, 97, 58, 1, 57, 67, 6, 72, 98
81, 69, 33, 79, 23, 71, 61, 72, 48
38, 67, 2, 28, 90, 31, 13, 59, 1
99, 23, 58, 89, 27, 82, 19, 65, 85
34, 48, 80, 55, 81, 58, 84, 73, 76
18, 14, 83, 74, 15, 40, 44, 57, 56
9, 1, 24, 13, 27, 6, 63, 34, 64
23, 94, 86, 79, 36, 46, 84, 27, 82
64, 32, 34, 9, 16, 65, 94, 91, 84
56, 26, 71, 92, 55, 38, 23, 12, 83
83, 91, 86, 44, 13, 18, 32, 76, 39
22, 26, 13, 19, 39, 2, 40, 85, 72
21, 2, 7, 25, 46, 60, 67, 11, 29
30, 76, 82, 22, 88, 70, 91, 49, 79
87, 99, 25, 3, 14, 68, 64, 65, 15
82, 3, 91, 29, 92, 34, 77, 38, 61
46, 85, 77, 62, 90, 92, 30, 94, 34
57, 89, 79, 53, 15, 29, 36, 64, 20
16, 9, 89, 11, 65, 48, 90, 96, 80
72, 98, 44, 53, 14, 16, 42, 69
27, 73, 49, 6, 57, 10, 53, 74
64, 95, 72, 67, 20, 48, 34, 16
37, 24, 89, 43, 13, 86, 18, 50
34, 59, 35, 50, 66, 33, 10, 21
12, 72, 11, 29, 88, 68, 6, 0
66, 10, 7, 99, 70, 80, 48, 16
60, 29, 45, 21, 13, 85, 87, 72
68, 43, 10, 14, 50, 24, 4, 56
23, 59, 91, 78, 98, 49, 5, 54
35, 63, 46, 89, 43, 6, 78, 36
88, 66, 1, 98, 41, 18, 3, 87
12, 95, 67, 84, 61, 62, 3, 98
34, 79, 97, 41, 26, 76, 84, 6
18, 11, 62, 58, 95, 51, 5, 16
63, 24, 67, 0, 34, 76, 43, 37
44, 41, 16, 78, 64, 84, 92, 29
29, 8, 25, 20, 54, 88, 55, 56
47, 13, 74, 70, 89, 84, 25, 63
31, 66, 12, 11, 27, 76, 45, 25
43, 41, 1, 26, 89, 18, 10, 76
11, 97, 84, 85, 35, 14, 48, 42
66, 47, 21, 63, 24, 31, 18, 60
14, 47, 30, 94, 80, 39, 72, 32
75, 58, 4, 79, 65, 50, 69, 3
25, 34, 29, 41, 73, 78, 10, 91
75, 51, 20, 2, 23, 9, 19, 4
60, 81, 93, 41, 47, 46, 89, 5
69, 51, 12, 85, 17, 11, 58, 1
27, 78, 49, 22, 44, 19, 61, 60
94, 7, 90, 59, 4, 63, 79, 98
61, 29, 22, 69, 38, 94, 99, 86
36, 48, 3, 16, 1, 65, 90, 26
28, 32, 8, 24, 51, 54, 36, 82
67, 38, 27, 15, 57, 9, 17, 51
74, 68, 4, 46, 71, 73, 44, 3
39, 19, 72, 77, 45, 63, 16, 75
76, 50, 98, 16, 64, 56, 97, 38
10, 86, 76, 97, 74, 35, 27, 77
40, 12, 17, 81, 15, 76, 47, 71
30, 68, 32, 72, 83, 4, 89, 53
18, 74, 95, 2, 66, 4, 59, 10
8, 85, 35, 3, 69, 84, 36, 33
37, 80, 42, 94, 62, 17, 77, 70
5, 52, 58, 90, 89, 75, 99, 51
80, 67, 34, 69, 76, 83, 42, 91
56, 9, 45, 43, 38, 11, 49, 75
99, 44, 50, 16, 48, 52, 31, 26
71, 66, 96, 9, 33, 55, 46, 27
60, 35, 82, 23, 27, 88, 51, 1
21, 43, 95, 23, 90, 84, 7, 9
70, 62, 0, 11, 80, 4, 96, 31
36, 75, 65, 84, 71, 34, 63, 31
83, 55, 70, 53, 60, 89, 30, 44
89, 49, 92, 47, 25, 12, 34, 91
96, 86, 72, 13, 92, 95, 75, 24
51, 55, 1, 66, 86, 7, 16, 59
92, 73, 0, 15, 71, 29, 68, 2
98, 80, 12, 73, 29, 41, 10, 49
65, 85, 36, 81, 72, 89, 13, 75
69, 41, 20, 99, 51, 43, 49, 53
66, 86, 50, 19, 73, 0, 10, 5
90, 89, 74, 37, 25, 69, 6, 24
27, 67, 31, 47, 94, 26, 81, 12
4, 35, 71, 28, 22, 10, 30, 73
5, 57, 42, 25, 69, 10, 2, 11
28, 26, 79, 89, 97, 37, 12, 66
53, 28, 45, 96, 98, 10, 60, 39
2, 92, 93, 11, 67, 77, 50, 13
9, 40, 68, 39, 51, 63, 60, 97
58, 66, 32, 93, 45, 48, 57, 62
97, 75, 33, 12, 5, 47, 13, 84
63, 69, 36, 25, 20, 54, 27, 49
93, 31, 99, 25, 83, 6, 1, 71
48, 25, 14, 84, 91, 33, 1, 21
16, 61, 68, 98, 89, 70, 42, 3
66, 69, 23, 81, 19, 12, 54, 30
4, 85, 58, 35, 65, 1, 72, 24
99, 61, 4, 65, 16, 18, 34, 8
30, 66, 83, 67, 34, 25, 24, 88
38, 37, 6, 30, 83, 2, 91, 57
61, 4, 85, 19, 63, 87, 35, 16
46, 61, 37, 16, 41, 47, 83, 86
73, 61, 94, 28, 69, 27, 55, 86
62, 50, 12, 86, 61, 97, 56, 74
88, 80, 91, 48, 73, 79, 15, 67
17, 7, 76, 67, 57, 53, 18, 43
93, 39, 17, 33, 74, 86, 4, 82
86, 12, 74, 50, 13, 79, 21, 90
2, 35, 95, 7, 27, 85, 19, 6
97, 83, 12, 15, 75, 34, 32, 4
5, 47, 65, 27, 0, 53, 42, 79
5, 65, 27, 55, 97, 52, 79, 10
74, 2, 32, 12, 71, 9, 41, 18
60, 39, 82, 98, 63, 64, 77, 75
28, 48, 71, 54, 73, 16, 91, 86
81, 14, 18, 1, 26, 27, 78, 4
59, 25, 68, 15, 44, 45, 79, 70
56, 83, 78, 40, 38, 89, 37, 81
74, 38, 7, 1, 82, 48, 31, 11
11, 7, 68, 79, 93, 86, 60, 5
85, 7, 94, 46, 82, 54, 14, 33
35, 75, 24, 85, 80, 30, 29, 99
60, 68, 32, 97, 59, 57, 54, 34
65, 30, 98, 20, 26, 93, 60, 55
65, 88, 87, 53, 89, 30, 55, 41
30, 73, 12, 34, 97, 88, 46, 45
76, 31, 5, 45, 21, 81, 97, 50
1, 18, 87, 8, 0, 48, 15, 22
67, 50, 53, 75, 61, 60, 10, 68
24, 36, 23, 22, 81, 74, 39, 50
13, 69, 4, 62, 72, 38, 52, 75
99, 37, 64, 63, 34, 91, 53, 73
37, 84, 73, 90, 30, 13, 12, 50
92, 60, 48, 64, 39, 11, 97, 34
12, 95, 26, 61, 65, 18, 44, 96
68, 38, 40, 42, 65, 3, 46, 8
58, 67, 18, 3, 70, 41, 84, 31
32, 76, 20, 1, 45, 68, 40, 39
0, 13, 12, 94, 2, 47, 50, 79
66, 30, 14, 84, 45, 88, 44, 64
69, 71, 57, 97, 14, 91, 94, 66
45, 55, 86, 78, 21, 70, 10, 88
55, 49, 88, 56, 15, 13, 16, 11
14, 71, 66, 46, 96, 49, 25, 86
4, 59, 85, 61, 34, 97, 16, 2
96, 32, 67, 82, 95, 9, 50, 37
90, 72, 35, 62, 49, 67, 70, 92
62, 19, 65, 28, 86, 10, 73, 70
67, 31, 35, 20, 17, 55, 37, 12
